Station,Station Name,Country,Watershed-Area,Latitude,Longitude,YR-MaxFlow-2017,Specific-YR-MaxFlow-2017,GM-MaxFlow-2017,Specific-GM-MaxFlow-2017,NGM-MaxFlow-2017,Specific-NGM-MaxFlow-2017,YR-MinFlow-2017,Specific-YR-MinFlow-2017,GM-MinFlow-2017,Specific-GM-MinFlow-2017,NGM-MinFlow-2017,Specific-NGM-MinFlow-2017,YR-MedianFlow-2017,Specific-YR-MedianFlow-2017,GM-MedianFlow-2017,Specific-GM-MedianFlow-2017,NGM-MedianFlow-2017,Specific-NGM-MedianFlow-2017,YR-Q95Flow-2017,Specific-YR-Q95-2017,GM-Q95Flow-2017,Specific-GM-Q95-2017,NGM-Q95Flow-2017,Specific-NGM-Q95-2017,YR-Q5Flow-2017,Specific-YR-Q5-2017,GM-Q5Flow-2017,Specific-GM-Q5-2017,NGM-Q5Flow-2017,Specific-NGM-Q5-2017,YR-BFI-2017,GM-BFI-2017,NGM-BFI-2017,YR-DOY-MaxFlow-2017,GM-DOY-MaxFlow-2017,NGM-DOY-MaxFlow-2017,YR-DOY-MinFlow-2017,GM-DOY-MinFlow-2017,NGM-DOY-MinFlow-2017,YR-RBI-2017,GM-RBI-2017,NGM-RBI-2017,YR-CVQ-2017,GM-CVQ-2017,NGM-CVQ-2017
02GA003,SYDENHAM RIVER NEAR ALVINSTON,Canada,701.1790315,42.83081,-81.85172,780,96.11240065,780,96.11240065,284,34.99477152,8.84,1.089273874,16.4,2.020824834,8.84,1.089273874,36.4,4.485245363,26.8,3.302323509,42.7,5.26153783,162.6,20.0357389,168.2,20.72577665,158.4,19.51821059,16.5,2.033146937,17.28,2.129259337,158.4,19.51821059,0.481643809,0.473799704,0.482060752,175,175,56,360,241,360,0.26,0.34,0.21,1.2012,1.6601,0.8613
02GA005,SYDENHAM RIVER AT FLORENCE,Canada,1149.322027,42.65061,-82.00839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02GA010,SYDENHAM RIVER AT STRATHROY,Canada,170.5938779,42.95886,-81.62714,117,59.25652271,117,59.25652271,101,51.15306661,2.77,1.402910837,2.8399999,1.438363407,2.77,1.402910837,8.3100004,4.208732713,5.5100002,2.790627795,11.6,5.87500567,49.6800004,25.16123138,32.6399992,16.53105003,54.1299989,27.41500435,3.204,1.622717083,3.13800002,1.589290337,54.1299989,27.41500435,0.42851232,0.490164997,0.427048319,127,127,14,276,273,276,0.33,0.37,0.32,1.1478,1.53,0.9491
02GA014,BEAR CREEK NEAR PETROLIA,Canada,248.7221028,42.90583,-82.11911,232,80.59114881,232,80.59114881,162,56.27485391,0.75800002,0.263310743,0.89399999,0.31055382,0.75800002,0.263310743,5.04,1.750773233,3.3399999,1.160234608,6.6199999,2.299626712,53.199998,18.48038343,28.9800014,10.06694658,58.51000055,20.32494897,1.122,0.38975547,1.036,0.359881165,58.51000055,20.32494897,0.122490619,0.40907367,0.078837704,174,174,13,276,271,276,0.44,0.59,0.37,1.9189,2.6426,1.5747
02GA015,BEAR CREEK BELOW BRIGDEN,Canada,535.608101,42.81203,-82.29842,43.5,7.017070864,43.5,7.017070864,37.299999,6.016936465,1.91,0.30810587,1.91,0.30810587,2.0799999,0.33552889,4.4699998,0.721064491,2.6099999,0.421024236,5.6100001,0.90496019,21.4400002,3.458528752,20.499999,3.306895303,21.59000045,3.482725589,2.1500001,0.34682076,2.0759999,0.334883642,21.59000045,3.482725589,0.480342788,0.483702872,0.434182409,127,127,61,241,241,365,0.17,0.21,0.15,1.0046,1.2239,0.8711
02GA016,BLACK CREEK NEAR BRADSHAW,Canada,213.3575584,42.76244,-82.25922,221,89.49483741,221,89.49483741,104,42.11521761,2.98,1.206762966,3.26,1.32015009,2.98,1.206762966,6.8499999,2.773934965,6.8400002,2.769885547,7.20499995,2.917693661,42.2399992,17.10525729,46.3799994,18.78176699,40.8450011,16.54034721,3.21,1.29990239,3.42999996,1.388992257,40.8450011,16.54034721,0.424598395,0.429199936,0.403342436,175,175,56,284,257,284,0.28,0.34,0.24,1.5276,1.8946,1.1659
02GA018,LITTLE RIVER AT WINDSOR,Canada,55.2569403,42.30986,-82.9285,95.699997,149.6369451,95.699997,149.6369451,85,132.9063817,0.47299999,0.739584909,0.47299999,0.739584909,0.55500001,0.867800508,3.05,4.768993697,1.78,2.783215994,4.48,7.004948119,34.4199996,53.81926595,18.0200004,28.17615355,37.13499955,58.06445206,0.60799998,0.950671499,0.55500001,0.867800508,37.13499955,58.06445206,0.427660583,0.398905056,0.430941385,175,175,13,213,213,279,0.54,0.66,0.5,1.68,2.3447,1.3845
02GA023,THAMES RIVER AT BYRON,Canada,3082.608824,42.9625,-81.33178,46.900002,1.314522991,46.900002,1.314522991,12.2,0.341944132,0.347,0.009725788,0.347,0.009725788,0.36399999,0.010202267,0.84799999,0.02376792,0.67799997,0.019003124,1.01,0.02830849,6.22199986,0.174391504,5.25199986,0.147204142,6.606000155,0.185154344,0.459399992,0.012876158,0.460199996,0.012898581,6.606000155,0.185154344,0.416426568,0.438364684,0.397203205,174,174,12,140,140,295,0.39,0.51,0.32,1.7374,2.4995,1.0748
02GA024,THAMES RIVER AT THAMESVILLE,Canada,4370.375881,42.54486,-81.96727,9.9799995,0.197299267,6.3400002,0.125338422,9.9799995,0.197299267,0.111,0.002194411,0.121,0.002392105,0.111,0.002194411,0.46000001,0.009093955,0.34299999,0.006780927,0.53549999,0.010586549,2.026,0.040052939,1.832,0.036217663,2.1255,0.042020001,0.1524,0.003012867,0.1472,0.002910065,2.1255,0.042020001,0.470204264,0.439724057,0.464089946,12,125,12,276,271,276,0.44,0.46,0.45,1.2256,1.3687,1.1317
02GA028,DINGMAN CREEK BELOW LAMBETH,Canada,148.5857904,42.93411,-81.35131,264,153.5113145,264,153.5113145,76.300003,44.36709756,2.3800001,1.383927818,2.73,1.587446548,2.3800001,1.383927818,4.96,2.884151969,4.6199999,2.686447946,5.0200002,2.919041021,30.28,17.60728259,36.2199996,21.06128693,28.33999945,16.4792067,3.04399998,1.770031963,2.90600002,1.689787436,28.33999945,16.4792067,0.379717878,0.320081953,0.305264461,174,174,61,1,157,1,0.35,0.51,0.25,1.8837,2.6275,1.0359
