Station,Station Name,Country,Watershed-Area,Latitude,Longitude,YR-MaxFlow-2019,Specific-YR-MaxFlow-2019,GM-MaxFlow-2019,Specific-GM-MaxFlow-2019,NGM-MaxFlow-2019,Specific-NGM-MaxFlow-2019,YR-MinFlow-2019,Specific-YR-MinFlow-2019,GM-MinFlow-2019,Specific-GM-MinFlow-2019,NGM-MinFlow-2019,Specific-NGM-MinFlow-2019,YR-MedianFlow-2019,Specific-YR-MedianFlow-2019,GM-MedianFlow-2019,Specific-GM-MedianFlow-2019,NGM-MedianFlow-2019,Specific-NGM-MedianFlow-2019,YR-Q95Flow-2019,Specific-YR-Q95-2019,GM-Q95Flow-2019,Specific-GM-Q95-2019,NGM-Q95Flow-2019,Specific-NGM-Q95-2019,YR-Q5Flow-2019,Specific-YR-Q5-2019,GM-Q5Flow-2019,Specific-GM-Q5-2019,NGM-Q5Flow-2019,Specific-NGM-Q5-2019,YR-BFI-2019,GM-BFI-2019,NGM-BFI-2019,YR-DOY-MaxFlow-2019,GM-DOY-MaxFlow-2019,NGM-DOY-MaxFlow-2019,YR-DOY-MinFlow-2019,GM-DOY-MinFlow-2019,NGM-DOY-MinFlow-2019,YR-RBI-2019,GM-RBI-2019,NGM-RBI-2019,YR-CVQ-2019,GM-CVQ-2019,NGM-CVQ-2019
02GA003,SYDENHAM RIVER NEAR ALVINSTON,Canada,701.1790315,42.83081,-81.85172,275,33.88578228,133,16.38839652,275,33.88578228,13.5,1.663483857,14.4,1.774382781,13.5,1.663483857,27.3,3.363934023,20.8,2.562997351,34.95,4.306574875,129.8,15.99408924,81.78,10.07701554,155.45,19.15470856,15.22,1.875424023,14.9,1.835993294,155.45,19.15470856,0.463136986,0.477147141,0.390699941,74,123,74,20,216,20,0.21,0.14,0.25,0.9484,0.7914,0.8871
02GA005,SYDENHAM RIVER AT FLORENCE,Canada,1149.322027,42.65061,-82.00839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02GA010,SYDENHAM RIVER AT STRATHROY,Canada,170.5938779,42.95886,-81.62714,154,77.99576493,42.5,21.52480526,154,77.99576493,2.54,1.286423655,2.54,1.286423655,2.74,1.387716857,7.96,4.031469408,4.73,2.395584209,10.6,5.368539664,42.1599998,21.35260671,21.3,10.78772593,55.03500055,27.87335692,2.8119999,1.424182358,2.6600001,1.347199627,55.03500055,27.87335692,0.491118708,0.497324475,0.472895679,75,123,75,227,227,274,0.32,0.19,0.36,1.2059,0.9485,1.0908
02GA014,BEAR CREEK NEAR PETROLIA,Canada,248.7221028,42.90583,-82.11911,91.5,31.78487119,38.099998,13.23501124,91.5,31.78487119,0.417,0.144855642,0.417,0.144855642,0.55199999,0.191751351,3.8599999,1.340869941,0.79900002,0.277553144,5.91499995,2.054726902,36.300002,12.60973648,16.14,5.606642853,48.0650002,16.69661028,0.495999994,0.172298316,0.454800004,0.157986443,48.0650002,16.69661028,0.462767854,0.505457781,0.41515076,74,122,74,248,248,293,0.37,0.31,0.4,1.5154,1.6628,1.2447
02GA015,BEAR CREEK BELOW BRIGDEN,Canada,535.608101,42.81203,-82.29842,38.400002,6.19438012,22.4,3.613388215,38.400002,6.19438012,1.6900001,0.272617252,1.6900001,0.272617252,1.9299999,0.311332093,4.6599998,0.751713766,2.6600001,0.429089867,5.3100002,0.856566614,19.7799998,3.190750811,14.18,2.28740379,22.49,3.627906293,1.85,0.298427152,1.8,0.290361553,22.49,3.627906293,0.48902227,0.483305651,0.460550864,111,124,111,267,267,282,0.15,0.13,0.17,0.9069,0.9222,0.8288
02GA016,BLACK CREEK NEAR BRADSHAW,Canada,213.3575584,42.76244,-82.25922,79,31.99136722,32.599998,13.20150009,79,31.99136722,2.54,1.028583199,3.25,1.31610055,2.54,1.028583199,5.3600001,2.170553563,4.5300002,1.834441771,5.56500005,2.253569116,35.5200006,14.38396687,18.9199994,7.661729729,47.43499855,19.20899314,3.3099999,1.340397751,3.3099999,1.340397751,47.43499855,19.20899314,0.414111455,0.42693376,0.35163738,111,123,111,61,257,61,0.18,0.14,0.22,1.1377,0.8564,1.058
02GA018,LITTLE RIVER AT WINDSOR,Canada,55.2569403,42.30986,-82.9285,126,197.0141658,24.1,37.68286823,126,197.0141658,0.285,0.44562728,0.285,0.44562728,0.44299999,0.692676774,2.3800001,3.721378844,0.69,1.078887099,4.52,7.067492298,26,40.65371676,9.67600024,15.12943743,35.850001,56.05522256,0.33899999,0.530061907,0.308399996,0.482215619,35.850001,56.05522256,0.423428071,0.456933969,0.385498635,74,122,74,216,216,274,0.54,0.31,0.58,1.8633,1.6408,1.5576
02GA023,THAMES RIVER AT BYRON,Canada,3082.608824,42.9625,-81.33178,29.299999,0.821226454,4.8099999,0.134815676,29.299999,0.821226454,0.29699999,0.008324377,0.29699999,0.008324377,0.322,0.009025083,0.75099999,0.021049184,0.56599998,0.015863965,1.335,0.037417657,5.28800012,0.148213165,1.936,0.05426261,7.094499955,0.198846117,0.355199994,0.009955619,0.347599994,0.009742605,7.094499955,0.198846117,0.446830749,0.479813367,0.4112471,74,123,74,205,205,294,0.44,0.19,0.51,1.5863,0.9314,1.4344
02GA024,THAMES RIVER AT THAMESVILLE,Canada,4370.375881,42.54486,-81.96727,5.8600001,0.115849076,2.5699999,0.050807527,5.8600001,0.115849076,0.074000001,0.001462941,0.074000001,0.001462941,0.102,0.002016486,0.43399999,0.008579948,0.257,0.005080753,0.5695,0.011258711,2.32199992,0.0459047,1.358,0.026846936,2.927499945,0.057875112,0.107,0.002115333,0.093999997,0.00185833,2.927499945,0.057875112,0.467201722,0.368757717,0.435372649,74,123,74,273,273,287,0.36,0.32,0.38,1.0788,1.0184,0.9755
02GA028,DINGMAN CREEK BELOW LAMBETH,Canada,148.5857904,42.93411,-81.35131,80.300003,46.69302657,26,15.11853855,80.300003,46.69302657,1.4400001,0.837334501,3.0599999,1.779335633,1.4400001,0.837334501,4.1900001,2.436410694,4.1700001,2.424781049,4.20000005,2.442225487,23.4199992,13.61831387,13.84,8.047714366,29.1700001,16.96183735,1.982,1.152497823,3.3459999,1.945639557,29.1700001,16.96183735,0.371201014,0.28871623,0.204291038,90,148,90,298,264,298,0.27,0.15,0.33,1.221,0.7043,1.2608
