Station,Station Name,Country,Watershed-Area,Latitude,Longitude,YR-MaxFlow-2016,Specific-YR-MaxFlow-2016,GM-MaxFlow-2016,Specific-GM-MaxFlow-2016,NGM-MaxFlow-2016,Specific-NGM-MaxFlow-2016,YR-MinFlow-2016,Specific-YR-MinFlow-2016,GM-MinFlow-2016,Specific-GM-MinFlow-2016,NGM-MinFlow-2016,Specific-NGM-MinFlow-2016,YR-MedianFlow-2016,Specific-YR-MedianFlow-2016,GM-MedianFlow-2016,Specific-GM-MedianFlow-2016,NGM-MedianFlow-2016,Specific-NGM-MedianFlow-2016,YR-Q95Flow-2016,Specific-YR-Q95-2016,GM-Q95Flow-2016,Specific-GM-Q95-2016,NGM-Q95Flow-2016,Specific-NGM-Q95-2016,YR-Q5Flow-2016,Specific-YR-Q5-2016,GM-Q5Flow-2016,Specific-GM-Q5-2016,NGM-Q5Flow-2016,Specific-NGM-Q5-2016,YR-BFI-2016,GM-BFI-2016,NGM-BFI-2016,YR-DOY-MaxFlow-2016,GM-DOY-MaxFlow-2016,NGM-DOY-MaxFlow-2016,YR-DOY-MinFlow-2016,GM-DOY-MinFlow-2016,NGM-DOY-MinFlow-2016,YR-RBI-2016,GM-RBI-2016,NGM-RBI-2016,YR-CVQ-2016,GM-CVQ-2016,NGM-CVQ-2016
02GA003,SYDENHAM RIVER NEAR ALVINSTON,Canada,701.1790315,42.83081,-81.85172,418,51.50638906,45.4,5.594234602,418,51.50638906,6.45,0.794775621,11.8,1.454008112,6.45,0.794775621,17.9,2.205656374,15.5,1.90992591,26.6,3.277679304,154.6,19.04997069,31.32,3.859282549,193.9,23.89255703,10.72,1.320929404,12.8,1.577229139,193.9,23.89255703,0.479915846,0.417532814,0.467557173,92,238,92,350,220,350,0.24,0.15,0.27,1.3916,0.3498,1.2453
02GA005,SYDENHAM RIVER AT FLORENCE,Canada,1149.322027,42.65061,-82.00839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02GA010,SYDENHAM RIVER AT STRATHROY,Canada,170.5938779,42.95886,-81.62714,112,56.72419268,17.6,8.913801707,112,56.72419268,2.0599999,1.043319922,2.0599999,1.043319922,2.5699999,1.301617585,4.8699999,2.466489399,3.0799999,1.559915248,10.08500015,5.107709747,42.9399982,21.74764939,8.15000018,4.127698041,57.57999965,29.16231245,2.51,1.271229675,2.3319999,1.181078676,57.57999965,29.16231245,0.464404257,0.475524653,0.444610278,86,239,86,223,223,285,0.33,0.13,0.37,1.4641,0.5347,1.2169
02GA014,BEAR CREEK NEAR PETROLIA,Canada,248.7221028,42.90583,-82.11911,141,48.97996544,4.8800001,1.695193165,141,48.97996544,0.43399999,0.150761025,0.43399999,0.150761025,0.55500001,0.192793484,0.87900001,0.305343192,0.64399999,0.22370991,5.01499985,1.74208879,39.9599988,13.88113022,3.39799996,1.180382416,53.200001,18.48038447,0.47839999,0.166184503,0.46200001,0.16048755,53.200001,18.48038447,0.369413927,0.438129944,0.347896573,88,137,88,260,260,314,0.42,0.12,0.44,2.2763,0.9244,1.7425
02GA015,BEAR CREEK BELOW BRIGDEN,Canada,535.608101,42.81203,-82.29842,58.200001,9.388357041,7.52,1.213066044,58.200001,9.388357041,1.1799999,0.190348113,1.48,0.238741721,1.1799999,0.190348113,2.3499999,0.379083122,1.95,0.314558349,4.0450001,0.65250695,17.6800008,2.851995827,5.91000002,0.953353769,20.37000045,3.285924981,1.412,0.227772507,1.592,0.256808662,20.37000045,3.285924981,0.458253032,0.458011843,0.437946114,93,136,93,289,245,289,0.16,0.13,0.18,1.3464,0.5302,1.2321
02GA016,BLACK CREEK NEAR BRADSHAW,Canada,213.3575584,42.76244,-82.25922,134,54.26383807,6.1799998,2.502615734,134,54.26383807,0.74599999,0.302095691,3.3099999,1.340397751,0.74599999,0.302095691,4.25,1.721054566,4.21,1.704856405,4.375,1.771673818,35.499998,14.37586674,5.34999998,2.166503975,47.9450011,19.41552072,0.89600003,0.36283881,3.3659999,1.363075175,47.9450011,19.41552072,0.400275065,0.301873438,0.298557399,89,272,89,326,136,326,0.26,0.04,0.32,1.7855,0.1282,1.6512
02GA018,LITTLE RIVER AT WINDSOR,Canada,55.2569403,42.30986,-82.9285,92.400002,144.4770581,9.71,15.18259961,92.400002,144.4770581,0.2,0.312720898,0.2,0.312720898,0.40900001,0.639514252,1.37,2.142138152,0.60600001,0.947544337,3.8649999,6.043331201,28.6400002,44.78163293,2.45600006,3.840212723,40.38999945,63.15398452,0.360400006,0.563523068,0.308800004,0.482841073,40.38999945,63.15398452,0.397835236,0.37249346,0.386048191,85,234,85,223,223,284,0.53,0.28,0.55,2.046,1.2077,1.5753
02GA023,THAMES RIVER AT BYRON,Canada,3082.608824,42.9625,-81.33178,19.1,0.535338765,1.5700001,0.044004289,19.1,0.535338765,0.229,0.00641846,0.303,0.008492547,0.229,0.00641846,0.551,0.015443542,0.44400001,0.012444524,0.949,0.026598769,5.18,0.145186115,0.818400002,0.022938285,7.8699999,0.220581991,0.303800002,0.00851497,0.354599994,0.009938802,7.8699999,0.220581991,0.413387137,0.429772021,0.376709245,92,233,92,319,180,319,0.35,0.21,0.38,1.625,0.3551,1.4039
02GA024,THAMES RIVER AT THAMESVILLE,Canada,4370.375881,42.54486,-81.96727,6.1700001,0.121977611,6.1700001,0.121977611,4.9099998,0.097068077,0.064999998,0.001285015,0.064999998,0.001285015,0.103,0.002036255,0.33700001,0.00666231,0.171,0.003380579,0.463499995,0.009163148,1.966,0.038866771,1.010600052,0.019979024,2.090500045,0.041328071,0.082999997,0.001640866,0.0756,0.001494572,2.090500045,0.041328071,0.439876903,0.335932035,0.48492005,233,233,93,206,206,285,0.47,0.65,0.41,1.3033,1.7955,1.0688
02GA028,DINGMAN CREEK BELOW LAMBETH,Canada,148.5857904,42.93411,-81.35131,103,59.89267194,3.8900001,2.261966018,103,59.89267194,0.88800001,0.516356245,0.88800001,0.516356245,0.90399998,0.525659944,3.53,2.052632349,3.4000001,1.977039715,3.9150001,2.276503074,23.43200036,13.62529234,3.754,2.182884374,50.00999955,29.07992716,1.03,0.598926719,2.6300001,1.529298381,50.00999955,29.07992716,0.378021318,0.398648535,0.186884964,92,196,92,272,272,349,0.33,0.03,0.41,1.9111,0.1481,1.7694
