Station,Station Name,Country,Watershed-Area,Latitude,Longitude,YR-MaxFlow-2012,Specific-YR-MaxFlow-2012,GM-MaxFlow-2012,Specific-GM-MaxFlow-2012,NGM-MaxFlow-2012,Specific-NGM-MaxFlow-2012,YR-MinFlow-2012,Specific-YR-MinFlow-2012,GM-MinFlow-2012,Specific-GM-MinFlow-2012,NGM-MinFlow-2012,Specific-NGM-MinFlow-2012,YR-MedianFlow-2012,Specific-YR-MedianFlow-2012,GM-MedianFlow-2012,Specific-GM-MedianFlow-2012,NGM-MedianFlow-2012,Specific-NGM-MedianFlow-2012,YR-Q95Flow-2012,Specific-YR-Q95-2012,GM-Q95Flow-2012,Specific-GM-Q95-2012,NGM-Q95Flow-2012,Specific-NGM-Q95-2012,YR-Q5Flow-2012,Specific-YR-Q5-2012,GM-Q5Flow-2012,Specific-GM-Q5-2012,NGM-Q5Flow-2012,Specific-NGM-Q5-2012,YR-BFI-2012,GM-BFI-2012,NGM-BFI-2012,YR-DOY-MaxFlow-2012,GM-DOY-MaxFlow-2012,NGM-DOY-MaxFlow-2012,YR-DOY-MinFlow-2012,GM-DOY-MinFlow-2012,NGM-DOY-MinFlow-2012,YR-RBI-2012,GM-RBI-2012,NGM-RBI-2012,YR-CVQ-2012,GM-CVQ-2012,NGM-CVQ-2012
02GA003,SYDENHAM RIVER NEAR ALVINSTON,Canada,701.1790315,42.83081,-81.85172,142,17.49738576,107,13.18464983,142,17.49738576,11.4,1.404719702,11.5,1.417041804,11.4,1.404719702,20.6,2.538353145,15.2,1.872959602,31.95,3.936911796,82.44,10.15834142,28.4,3.499477152,94.415,11.63391321,12.5,1.540262831,12.1,1.49097442,94.415,11.63391321,0.48251288,0.444735547,0.477155252,74,126,74,286,257,286,0.18,0.18,0.18,0.7696,0.5732,0.6628
02GA005,SYDENHAM RIVER AT FLORENCE,Canada,1149.322027,42.65061,-82.00839,38.900002,2.924298059,14.2,1.067481499,38.900002,2.924298059,0.030999999,0.002330417,0.030999999,0.002330417,0.31,0.023304174,0.73500001,0.055253445,0.214,0.016087397,1.215,0.091337325,6.67799996,0.502017,1.562,0.117422965,8.831500065,0.66390584,0.053199999,0.003999297,0.046,0.003458039,8.831500065,0.66390584,0.437812123,0.340612755,0.438637496,68,125,68,207,207,277,0.49,0.53,0.48,1.9781,2.6418,1.5895
02GA010,SYDENHAM RIVER AT STRATHROY,Canada,170.5938779,42.95886,-81.62714,60,30.38796036,11.5,5.82435907,60,30.38796036,1.54,0.779957649,1.54,0.779957649,2.46,1.245906375,4.6500001,2.355066979,2.6300001,1.332005647,8.02999975,4.066921902,19.6800008,9.967251405,6.00400012,3.040821961,25.69000055,13.01111197,1.78,0.901509491,1.66799994,0.844785268,25.69000055,13.01111197,0.472078551,0.443027854,0.465732773,3,156,3,247,247,283,0.25,0.1,0.28,1.0736,0.5141,0.8661
02GA014,BEAR CREEK NEAR PETROLIA,Canada,248.7221028,42.90583,-82.11911,120,41.68507697,120,41.68507697,101,35.08493979,0.37900001,0.131655372,0.37900001,0.131655372,0.84399998,0.293185034,2.8399999,0.986546787,0.90899998,0.315764451,5.68499995,1.974830504,24.1800008,8.399543288,8.93399994,3.10345396,32.7399991,11.37307819,0.486599998,0.169032986,0.453799998,0.157639065,32.7399991,11.37307819,0.41733913,0.397533378,0.419344529,125,125,68,200,200,283,0.4,0.6,0.36,1.9547,3.5913,1.4967
02GA015,BEAR CREEK BELOW BRIGDEN,Canada,535.608101,42.81203,-82.29842,19,3.064927504,6.7399998,1.087242672,19,3.064927504,1.47,0.237128602,1.47,0.237128602,1.54,0.24842044,2.97,0.479096562,1.97,0.317784589,4.7449999,0.7654253,9.1919996,1.482779599,4.02799996,0.649764624,10.56,1.703454444,1.612,0.260034902,1.55599994,0.251001422,10.56,1.703454444,0.460114975,0.429547185,0.440204242,74,126,74,247,247,285,0.1,0.11,0.1,0.6848,0.3904,0.5617
02GA016,BLACK CREEK NEAR BRADSHAW,Canada,213.3575584,42.76244,-82.25922,65.699997,26.6054776,65.400002,26.48399342,65.699997,26.6054776,2.9000001,1.174366685,3.29,1.332298711,2.9000001,1.174366685,4.98,2.016670997,4.9200001,1.992373796,5.2149999,2.11183515,21.3599998,8.649817689,6.48200008,2.624911961,24.545,9.939596309,3.3599999,1.360645451,3.3559999,1.359025635,24.545,9.939596309,0.452251035,0.348936715,0.439037863,75,126,75,103,264,103,0.22,0.16,0.26,1.1411,1.1043,1.1052
02GA018,LITTLE RIVER AT WINDSOR,Canada,55.2569403,42.30986,-82.9285,54.400002,85.06008743,10.7,16.73056805,54.400002,85.06008743,0.192,0.300212062,0.192,0.300212062,0.50400001,0.788056679,1.2,1.876325389,0.57800001,0.903763411,4.0200002,6.285690366,14.38,22.48463258,2.792,4.365583738,21.83500055,34.14130492,0.232199992,0.36306895,0.2208,0.345243872,21.83500055,34.14130492,0.500364445,0.435184156,0.500480448,2,155,2,196,196,282,0.39,0.27,0.4,1.5889,1.4651,1.1943
02GA023,THAMES RIVER AT BYRON,Canada,3082.608824,42.9625,-81.33178,6.6700001,0.186948147,1.5,0.042042311,6.6700001,0.186948147,0.155,0.004344372,0.155,0.004344372,0.35600001,0.009978042,0.51999998,0.014574667,0.42699999,0.011968044,0.84900001,0.023795949,2.0959999,0.05874712,0.692400018,0.019406731,3.2045,0.089816391,0.361400002,0.010129394,0.351199996,0.009843506,3.2045,0.089816391,0.4558825,0.440928072,0.443549993,63,153,63,243,243,366,0.27,0.15,0.31,0.9662,0.3504,0.8691
02GA024,THAMES RIVER AT THAMESVILLE,Canada,4370.375881,42.54486,-81.96727,3.5599999,0.070379299,2.47,0.048830582,3.5599999,0.070379299,0.052000001,0.001028012,0.052000001,0.001028012,0.108,0.002135102,0.29100001,0.005752915,0.156,0.003084037,0.399000005,0.007888017,1.48,0.029258811,0.656199988,0.012972724,1.7635,0.034863454,0.086600003,0.001712036,0.066600001,0.001316646,1.7635,0.034863454,0.439060016,0.247274701,0.302092433,297,153,297,246,246,119,0.38,0.56,0.33,1.0685,1.1793,0.8902
02GA028,DINGMAN CREEK BELOW LAMBETH,Canada,148.5857904,42.93411,-81.35131,47.900002,27.85300103,3.5999999,2.093336049,47.900002,27.85300103,1.1799999,0.686148999,1.28,0.744297282,1.1799999,0.686148999,3.27,1.901446964,2.52,1.465335275,3.98,2.314299363,7.54800016,4.38902813,3.4040001,1.979365644,13.17,7.658121257,1.392,0.809423295,1.396,0.811749224,13.17,7.658121257,0.479788342,0.338236663,0.469492846,3,191,3,293,228,293,0.11,0.05,0.13,0.9753,0.2429,0.9478
