Station,Station Name,Country,Watershed-Area,Latitude,Longitude,YR-MaxFlow-2011,Specific-YR-MaxFlow-2011,GM-MaxFlow-2011,Specific-GM-MaxFlow-2011,NGM-MaxFlow-2011,Specific-NGM-MaxFlow-2011,YR-MinFlow-2011,Specific-YR-MinFlow-2011,GM-MinFlow-2011,Specific-GM-MinFlow-2011,NGM-MinFlow-2011,Specific-NGM-MinFlow-2011,YR-MedianFlow-2011,Specific-YR-MedianFlow-2011,GM-MedianFlow-2011,Specific-GM-MedianFlow-2011,NGM-MedianFlow-2011,Specific-NGM-MedianFlow-2011,YR-Q95Flow-2011,Specific-YR-Q95-2011,GM-Q95Flow-2011,Specific-GM-Q95-2011,NGM-Q95Flow-2011,Specific-NGM-Q95-2011,YR-Q5Flow-2011,Specific-YR-Q5-2011,GM-Q5Flow-2011,Specific-GM-Q5-2011,NGM-Q5Flow-2011,Specific-NGM-Q5-2011,YR-BFI-2011,GM-BFI-2011,NGM-BFI-2011,YR-DOY-MaxFlow-2011,GM-DOY-MaxFlow-2011,NGM-DOY-MaxFlow-2011,YR-DOY-MinFlow-2011,GM-DOY-MinFlow-2011,NGM-DOY-MinFlow-2011,YR-RBI-2011,GM-RBI-2011,NGM-RBI-2011,YR-CVQ-2011,GM-CVQ-2011,NGM-CVQ-2011
02GA003,SYDENHAM RIVER NEAR ALVINSTON,Canada,701.1790315,42.83081,-81.85172,369,45.46855877,249,30.68203559,369,45.46855877,14.5,1.786704884,14.5,1.786704884,15.5,1.90992591,31.7,3.906106539,21.9,2.69854048,47.3,5.828354552,172,21.19401655,104.2,12.83963096,196,24.15132119,15.92,1.961678741,15.5,1.90992591,196,24.15132119,0.479763701,0.47331289,0.464318976,78,140,78,214,214,23,0.24,0.19,0.26,1.0124,0.9651,0.9188
02GA005,SYDENHAM RIVER AT FLORENCE,Canada,1149.322027,42.65061,-82.00839,68.800003,5.172023262,28.6,2.149997948,68.800003,5.172023262,0.124,0.009321669,0.124,0.009321669,0.31600001,0.023755223,1.02,0.076678249,0.449,0.033753464,1.855,0.139449168,14.84,1.115593341,5.6080001,0.421580025,20.28500055,1.524919915,0.19400001,0.014583903,0.164799994,0.012388799,20.28500055,1.524919915,0.467304254,0.356493212,0.456271243,77,139,77,214,214,283,0.59,0.57,0.6,1.9055,2.1561,1.618
02GA010,SYDENHAM RIVER AT STRATHROY,Canada,170.5938779,42.95886,-81.62714,151,76.47636692,78.599998,39.80822706,151,76.47636692,1.97,0.997738032,1.97,0.997738032,2.6700001,1.352264287,7.9299998,4.016275327,3.71,1.878988883,12,6.077592073,58.399998,29.57761374,22.9599996,11.6284593,67.03000245,33.94841763,2.3399999,1.185130404,2.1420001,1.084850236,67.03000245,33.94841763,0.398021407,0.394830058,0.329160754,78,140,78,261,261,284,0.37,0.24,0.41,1.3668,1.2279,1.1903
02GA014,BEAR CREEK NEAR PETROLIA,Canada,248.7221028,42.90583,-82.11911,112,38.90607184,30.5,10.59495706,112,38.90607184,0.50400001,0.175077327,0.50400001,0.175077327,0.67900002,0.235868067,3.5799999,1.243604762,0.755,0.262268609,6.875,2.388207535,39.0200006,13.55459774,15,5.210634622,51.23999945,17.79952768,0.61199999,0.212593889,0.571600008,0.198559919,51.23999945,17.79952768,0.452244985,0.365651474,0.434453928,77,139,77,197,197,274,0.43,0.3,0.46,1.5701,1.6725,1.2721
02GA015,BEAR CREEK BELOW BRIGDEN,Canada,535.608101,42.81203,-82.29842,49.400002,7.968811832,36.799999,5.936280478,49.400002,7.968811832,1.67,0.269390996,2.0799999,0.33552889,1.67,0.269390996,4.4200001,0.712998941,2.6700001,0.430702986,5.62000015,0.906573317,23.6,3.806962584,20,3.226239478,24.225,3.907782567,2.1199999,0.341981369,2.13200002,0.343917132,24.225,3.907782567,0.406279983,0.466762375,0.37163038,78,140,78,56,243,56,0.19,0.17,0.21,0.9903,1.0081,0.9621
02GA016,BLACK CREEK NEAR BRADSHAW,Canada,213.3575584,42.76244,-82.25922,92.099998,37.29626401,36.299999,14.69983036,92.099998,37.29626401,3.02,1.222961127,4.3200002,1.749401428,3.02,1.222961127,5.1799998,2.097661719,4.8699999,1.972126015,5.30500005,2.148281072,42.900002,17.37252807,20.5799996,8.333953476,53.1150002,21.50913261,3.90200008,1.580130601,4.5900002,1.858739012,53.1150002,21.50913261,0.409704892,0.435011232,0.378222,78,140,78,19,271,19,0.28,0.14,0.33,1.2835,0.8117,1.2161
02GA018,LITTLE RIVER AT WINDSOR,Canada,55.2569403,42.30986,-82.9285,115,179.8145164,49.299999,77.08569983,115,179.8145164,0.24699999,0.386210294,0.24699999,0.386210294,0.671,1.049178613,2.25,3.518110104,0.91799998,1.435388891,5.87999985,9.193994171,35.4799994,55.47668639,14.06,21.98427914,47.9799999,75.02174331,0.483800006,0.756471862,0.393599996,0.615434721,47.9799999,75.02174331,0.444636023,0.443594057,0.430933739,77,139,77,201,201,284,0.59,0.43,0.63,1.8212,1.9193,1.5342
02GA023,THAMES RIVER AT BYRON,Canada,3082.608824,42.9625,-81.33178,21.299999,0.597000793,13.5,0.378380802,21.299999,0.597000793,0.273,0.007651701,0.273,0.007651701,0.30199999,0.008464518,0.76899999,0.021553691,0.579,0.016228332,1.59500005,0.044704992,6.85800006,0.192217449,2.98599998,0.083692227,8.224000055,0.230503981,0.381600008,0.010695564,0.382400006,0.010717987,8.224000055,0.230503981,0.429414204,0.446578949,0.413123247,77,139,77,208,208,43,0.35,0.26,0.38,1.3177,1.4005,1.139
02GA024,THAMES RIVER AT THAMESVILLE,Canada,4370.375881,42.54486,-81.96727,6.6900001,0.132257734,3.9400001,0.0778917,6.6900001,0.132257734,0.092,0.001818791,0.092,0.001818791,0.17200001,0.003400348,0.43599999,0.008619487,0.28,0.005535451,0.555000005,0.010972054,2.55399992,0.050491216,2.00600004,0.039657551,2.86699999,0.056679061,0.116,0.002293258,0.1054,0.002083702,2.86699999,0.056679061,0.476080863,0.472325618,0.40255742,333,139,333,208,208,284,0.41,0.37,0.43,1.1366,1.2172,1.0263
02GA028,DINGMAN CREEK BELOW LAMBETH,Canada,148.5857904,42.93411,-81.35131,107,62.21860095,61.599998,35.81930555,107,62.21860095,1.8,1.046668053,2.7,1.57000208,1.8,1.046668053,4.0300002,2.343373591,3.4400001,2.000299005,5.6999998,3.314448719,37.6200006,21.87536266,15.24,8.861789519,54.4699991,31.67333774,2.516,1.463009346,3.0719999,1.78631342,54.4699991,31.67333774,0.393112657,0.43616861,0.363306361,335,139,335,284,257,284,0.4,0.27,0.44,1.4878,1.2736,1.3384
