Station,Station Name,Country,Watershed-Area,Latitude,Longitude,YR-MaxFlow-2013,Specific-YR-MaxFlow-2013,GM-MaxFlow-2013,Specific-GM-MaxFlow-2013,NGM-MaxFlow-2013,Specific-NGM-MaxFlow-2013,YR-MinFlow-2013,Specific-YR-MinFlow-2013,GM-MinFlow-2013,Specific-GM-MinFlow-2013,NGM-MinFlow-2013,Specific-NGM-MinFlow-2013,YR-MedianFlow-2013,Specific-YR-MedianFlow-2013,GM-MedianFlow-2013,Specific-GM-MedianFlow-2013,NGM-MedianFlow-2013,Specific-NGM-MedianFlow-2013,YR-Q95Flow-2013,Specific-YR-Q95-2013,GM-Q95Flow-2013,Specific-GM-Q95-2013,NGM-Q95Flow-2013,Specific-NGM-Q95-2013,YR-Q5Flow-2013,Specific-YR-Q5-2013,GM-Q5Flow-2013,Specific-GM-Q5-2013,NGM-Q5Flow-2013,Specific-NGM-Q5-2013,YR-BFI-2013,GM-BFI-2013,NGM-BFI-2013,YR-DOY-MaxFlow-2013,GM-DOY-MaxFlow-2013,NGM-DOY-MaxFlow-2013,YR-DOY-MinFlow-2013,GM-DOY-MinFlow-2013,NGM-DOY-MinFlow-2013,YR-RBI-2013,GM-RBI-2013,NGM-RBI-2013,YR-CVQ-2013,GM-CVQ-2013,NGM-CVQ-2013
02GA003,SYDENHAM RIVER NEAR ALVINSTON,Canada,701.1790315,42.83081,-81.85172,454,55.94234602,166,20.45469039,454,55.94234602,12.4,1.527940728,16.1,1.983858526,12.4,1.527940728,39.4,4.854908443,29.2,3.598053973,51.6,6.358204966,167.8,20.67648824,116.4,14.34292748,202.45,24.94609681,16.8,2.070113245,17.54,2.161296804,202.45,24.94609681,0.455546263,0.449361505,0.445489031,101,191,101,23,249,23,0.24,0.27,0.23,0.9718,0.7542,0.9554
02GA005,SYDENHAM RIVER AT FLORENCE,Canada,1149.322027,42.65061,-82.00839,45.599998,3.427968606,27,2.029718343,45.599998,3.427968606,0.292,0.021951028,0.292,0.021951028,0.31099999,0.023379348,1.39,0.104492907,1.1,0.082692229,1.895,0.142456158,18.1199992,1.362166472,8.4380002,0.634324585,21.78,1.63730613,0.354999994,0.026687037,0.324,0.02435662,21.78,1.63730613,0.408115337,0.413626861,0.4057674,100,142,100,207,207,278,0.54,0.61,0.51,1.6398,1.6099,1.5085
02GA010,SYDENHAM RIVER AT STRATHROY,Canada,170.5938779,42.95886,-81.62714,153,77.48929893,91,46.08840655,153,77.48929893,3.1400001,1.59030331,3.1400001,1.59030331,4.3800001,2.218321157,7.9000001,4.001081499,5.96,3.018537396,11.55,5.84968237,57.5399982,29.14205308,19.4,9.825440518,77.9650002,39.48662226,3.5739999,1.810109455,3.296,1.669311956,77.9650002,39.48662226,0.475869393,0.379719291,0.46410758,72,181,72,263,263,276,0.37,0.35,0.38,1.3573,1.1902,1.2271
02GA014,BEAR CREEK NEAR PETROLIA,Canada,248.7221028,42.90583,-82.11911,136,47.24308724,100,34.73756414,136,47.24308724,0.90200001,0.313332832,0.90200001,0.313332832,1.97,0.684330014,5.0100002,1.740352033,3.71,1.28876363,8.7950001,3.055168801,60.6599988,21.07180599,27.6799994,9.615357547,73.73500075,25.61374318,1.31599992,0.457146316,1.07600004,0.373776204,73.73500075,25.61374318,0.303806533,0.393305876,0.270055126,100,190,100,262,262,278,0.45,0.54,0.42,1.4866,1.7638,1.2918
02GA015,BEAR CREEK BELOW BRIGDEN,Canada,535.608101,42.81203,-82.29842,53.700001,8.662453159,29.6,4.774834427,53.700001,8.662453159,1.87,0.301653391,1.87,0.301653391,2.2,0.354886343,5.27,0.850114102,4.7399998,0.764618724,6.155,0.992875199,19.98,3.223013238,14.74,2.377738495,22.7450001,3.669040862,2.3419999,0.377792627,2.1680001,0.349724376,22.7450001,3.669040862,0.48456092,0.427952634,0.474425288,101,191,101,237,237,351,0.19,0.21,0.19,0.8894,0.7727,0.8811
02GA016,BLACK CREEK NEAR BRADSHAW,Canada,213.3575584,42.76244,-82.25922,168,68.0322746,82.900002,33.57068869,168,68.0322746,3.1199999,1.263456488,3.1199999,1.263456488,3.5699999,1.445685795,6.1100001,2.474269075,5.9400001,2.405426892,6.30500005,2.553235088,52.9199996,21.43016634,31.5199996,12.7641504,56.4949991,22.87787674,4.26400002,1.72672393,4.53599986,1.836871357,56.4949991,22.87787674,0.400650682,0.235358905,0.400490848,101,214,101,248,248,344,0.28,0.33,0.26,1.3096,1.1912,1.2722
02GA018,LITTLE RIVER AT WINDSOR,Canada,55.2569403,42.30986,-82.9285,125,195.4505613,90.699997,141.8189226,125,195.4505613,0.41100001,0.642641461,0.41100001,0.642641461,1.21,1.891961434,3.6400001,5.691520503,1.86,2.908304353,7.115,11.12504595,40.7200016,63.66997737,15.64,24.45477424,56.78999945,88.79709817,0.553399996,0.865298719,0.504600004,0.788994832,56.78999945,88.79709817,0.418398625,0.430560805,0.418454167,71,180,71,237,237,353,0.51,0.6,0.49,1.7062,2.0354,1.4456
02GA023,THAMES RIVER AT BYRON,Canada,3082.608824,42.9625,-81.33178,20.5,0.574578255,20.5,0.574578255,16.799999,0.470873859,0.248,0.006950995,0.292,0.008184237,0.248,0.006950995,1.01,0.02830849,0.70599997,0.019787914,1.405,0.039379632,5.98999994,0.167888962,3.24200004,0.09086745,10.07849983,0.282482285,0.429199998,0.012029707,0.428,0.011996073,10.07849983,0.282482285,0.446721289,0.351122459,0.444844594,142,142,103,8,160,8,0.39,0.47,0.36,1.3757,1.5676,1.213
02GA024,THAMES RIVER AT THAMESVILLE,Canada,4370.375881,42.54486,-81.96727,7.4499998,0.147282522,7.4499998,0.147282522,6.77,0.133839289,0.116,0.002293258,0.116,0.002293258,0.182,0.003598043,0.47099999,0.009311419,0.35699999,0.007057699,0.59900001,0.011841911,2.71,0.053575254,1.932,0.038194609,2.87049999,0.056748254,0.169,0.00334104,0.144,0.002846803,2.87049999,0.056748254,0.436790334,0.377048495,0.438084871,264,264,102,236,236,25,0.42,0.52,0.37,1.1652,1.3691,1.0414
02GA028,DINGMAN CREEK BELOW LAMBETH,Canada,148.5857904,42.93411,-81.35131,83.800003,48.72821445,58.5,34.01671174,83.800003,48.72821445,2.79,1.622335483,2.79,1.622335483,2.9100001,1.692113411,5.1999998,3.023707594,3.53,2.052632349,6.3499999,3.692412241,48.5800004,28.24840803,26.000001,15.11853913,55.750002,32.41763671,2.9000001,1.686298589,2.8399999,1.651409537,55.750002,32.41763671,0.402333966,0.289805755,0.412750018,100,265,100,133,133,117,0.34,0.39,0.32,1.2605,1.2105,1.1508
